City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
350,Mayo,US,38.8876,-76.5119,33.01,67,0,11.59,clear sky
351,Akyab,MM,20.15,92.9,79.59,53,64,9.4,broken clouds
352,Agropoli,IT,40.3469,14.9966,55.99,93,75,5.08,broken clouds
353,Rocha,UY,-34.4833,-54.3333,60.73,93,1,4.21,clear sky
354,Talisayan,PH,6.9872,121.9272,84.2,74,40,5.75,moderate rain
355,Klimovo,RU,52.3805,32.1923,24.62,94,99,7.94,overcast clouds
356,Monrovia,LR,6.3005,-10.7969,75.2,94,20,4.83,light rain
357,Kaniama,CD,-7.5667,24.1833,74.19,89,87,5.57,moderate rain
358,Moose Factory,CA,51.2585,-80.6094,21.2,93,90,2.3,mist
359,Fort Dodge,US,42.4975,-94.168,21.2,100,90,3.44,overcast clouds
360,Pevek,RU,69.7008,170.3133,-24.39,88,100,4.09,overcast clouds
361,Uglegorsk,RU,49.0833,142.0333,-0.08,90,97,6.55,overcast clouds
362,Lorengau,PG,-2.0226,147.2712,82.87,68,100,5.37,overcast clouds
363,Dali,CN,25.7,100.1833,61.59,33,95,10.69,overcast clouds
364,Nelson Bay,AU,-32.7167,152.15,73.99,68,0,8.05,clear sky
365,Port Lincoln,AU,-34.7333,135.8667,81.3,34,72,6.08,broken clouds
366,Sorland,NO,67.667,12.6934,34.43,87,97,27.11,overcast clouds
367,Port Moresby,PG,-9.4431,147.1797,84.2,74,75,5.75,light rain
368,Katsuura,JP,35.1333,140.3,44.01,30,20,4.61,few clouds
369,Athens,GR,37.9795,23.7162,66.99,72,20,8.9,few clouds
370,Mehamn,NO,71.0357,27.8492,13.91,94,17,19.17,few clouds
371,Oranmore,IE,53.2683,-8.92,35.6,93,75,2.3,mist
372,Kurilsk,RU,45.2333,147.8833,21.99,84,16,6.78,few clouds
373,Deputatskiy,RU,69.3,139.9,-24.11,87,100,2.53,overcast clouds
374,Itarema,BR,-2.9248,-39.9167,77.81,82,92,8.52,overcast clouds
375,Neiafu,TO,-18.65,-173.9833,80.71,82,72,15.99,broken clouds
376,Dawson Creek,CA,55.7666,-120.2362,26.6,68,40,6.91,scattered clouds
377,Arraias,BR,-12.9288,-46.9437,67.19,99,89,1.86,moderate rain
378,Chiredzi,ZW,-21.05,31.6667,84.56,61,60,6.17,light rain
379,Hamilton,US,39.1834,-84.5333,25.0,93,1,2.53,mist
380,Longyearbyen,SJ,78.2186,15.6401,28.4,69,75,13.8,light snow
381,Gravelbourg,CA,49.8834,-106.5512,21.2,86,0,9.22,clear sky
382,Le Mans,FR,48.0,0.2,30.2,86,0,4.61,clear sky
383,Starobaltachevo,RU,56.0013,55.9213,17.92,97,100,20.04,snow
384,Katangli,RU,51.7102,143.2326,-10.12,88,98,9.04,overcast clouds
385,Port Said,EG,31.2565,32.2841,69.8,83,0,4.61,clear sky
386,Lasa,IT,46.6166,10.7002,23.0,72,0,8.05,clear sky
387,Goderich,CA,43.7501,-81.7165,32.0,80,65,8.05,broken clouds
388,Qianjiang,CN,30.4151,112.8859,44.11,51,89,5.88,overcast clouds
389,Elmira,US,42.0898,-76.8077,24.01,86,90,5.75,overcast clouds
390,Hendek,TR,40.7994,30.7481,46.4,100,75,4.61,moderate rain
391,Quelimane,MZ,-17.8786,36.8883,91.4,62,40,6.91,scattered clouds
392,Lebanon,US,36.2081,-86.2911,30.2,69,90,5.1,overcast clouds
393,Warmbad,NA,-28.45,18.7333,77.4,19,46,2.59,scattered clouds
394,Wuwei,CN,37.9281,102.6414,18.18,71,100,21.5,overcast clouds
395,Lima,PE,-12.0432,-77.0282,69.8,83,90,13.8,overcast clouds
396,Luwuk,ID,-0.9516,122.7875,84.99,69,36,0.83,scattered clouds
397,Totma,RU,59.9747,42.7642,13.55,96,99,7.45,light snow
398,Kasongo-Lunda,CD,-6.4667,16.8167,84.16,61,16,0.54,few clouds
399,Keti Bandar,PK,24.1447,67.4497,77.34,18,0,15.08,clear sky
400,Sartell,US,45.6216,-94.2069,26.6,80,90,8.05,overcast clouds
401,Kiunga,PG,-6.1219,141.2906,77.09,96,99,0.89,light rain
402,Namibe,AO,-15.1961,12.1522,77.0,65,40,4.83,scattered clouds
403,Atakpame,TG,7.5333,1.1333,86.13,52,0,2.06,clear sky
404,Mahebourg,MU,-20.4081,57.7,84.2,79,40,13.8,light rain
405,Vostok,RU,46.4856,135.8833,-13.13,90,100,3.24,overcast clouds
406,Charlestown,AU,-32.95,151.6667,73.99,80,0,7.54,clear sky
407,Kushima,JP,31.4583,131.2333,42.8,39,75,12.66,broken clouds
408,Taltal,CL,-25.4,-70.4833,62.26,79,53,0.69,broken clouds
409,Loa Janan,ID,-0.583,117.095,88.32,63,97,2.86,overcast clouds
410,Qasigiannguit,GL,68.8193,-51.1922,19.4,45,100,2.3,overcast clouds
411,Kutum,SD,14.2,24.6667,71.91,20,0,18.28,clear sky
412,Tigre,AR,-34.426,-58.5796,70.0,82,0,5.75,clear sky
413,Necochea,AR,-38.5473,-58.7368,64.99,83,0,18.66,clear sky
414,Bukoba,TZ,-1.3317,31.8122,69.8,83,75,2.39,moderate rain
415,Saint-Pierre,RE,-21.3393,55.4781,86.0,70,0,16.11,light rain
416,Teluknaga,ID,-6.0989,106.6381,89.01,94,75,9.22,light rain
417,Haines Junction,CA,60.7522,-137.5108,19.4,93,97,2.19,overcast clouds
418,Nuuk,GL,64.1835,-51.7216,28.4,93,90,5.82,light snow
419,Urumqi,CN,43.801,87.6005,3.2,72,0,4.47,smoke
420,Cottbus,DE,51.7667,14.3333,34.0,95,100,1.99,overcast clouds
421,Korgen,NO,66.0771,13.8153,21.2,86,100,10.36,light snow
422,Sobolevo,RU,54.4299,31.8996,15.21,96,75,5.53,light snow
423,Zyryanka,RU,65.75,150.85,-29.06,85,84,2.73,broken clouds
424,Langres,FR,47.8333,5.3333,28.99,80,0,12.66,clear sky
425,Bumbuna,SL,9.05,-11.7333,77.81,77,32,2.59,scattered clouds
426,Port Blair,IN,11.6667,92.75,82.27,74,100,13.51,overcast clouds
427,Dingle,PH,10.9995,122.6711,73.58,92,100,14.83,overcast clouds
428,Ternate,ID,0.8,127.4,83.19,77,5,9.93,clear sky
429,Mitsamiouli,KM,-11.3847,43.2844,82.42,78,78,18.48,moderate rain
430,Sochi,RU,43.6,39.7303,59.0,47,90,11.18,light rain
431,Puerto Leguizamo,CO,-0.1934,-74.7819,69.48,98,59,1.92,broken clouds
432,Sechura,PE,-5.5569,-80.8222,71.15,77,66,9.26,broken clouds
433,Houma,US,29.5958,-90.7195,36.0,87,1,3.44,clear sky
434,Svirstroy,RU,60.7999,33.7248,1.35,91,0,4.16,clear sky
435,Flinders,AU,-34.5833,150.8552,73.0,73,0,8.01,clear sky
436,Porto Novo,BJ,6.4965,2.6036,82.4,89,40,8.05,scattered clouds
437,Skelleftea,SE,64.7507,20.9528,24.01,93,90,11.5,overcast clouds
438,Pahrump,US,36.2083,-115.9839,33.01,43,0,1.01,clear sky
439,Bambari,CF,5.768,20.6757,95.77,21,1,4.29,clear sky
440,Nara,JP,34.6851,135.8049,41.0,48,40,12.66,scattered clouds
441,Muravlenko,RU,63.7898,74.523,-25.28,86,90,11.86,overcast clouds
442,Inuvik,CA,68.3499,-133.7218,3.2,92,21,5.03,few clouds
443,Pemangkat,ID,1.1667,108.9667,81.32,84,100,9.82,moderate rain
444,Tamale,GH,9.4008,-0.8393,86.97,36,5,3.76,clear sky
445,Sechenovo,RU,55.2244,45.8906,18.34,97,100,10.0,light snow
446,Atbasar,KZ,51.8,68.3333,13.77,94,100,10.42,overcast clouds
447,Cosala,MX,24.4125,-106.6908,57.0,99,0,1.01,clear sky
448,Jawa,JO,31.8525,35.9393,59.0,38,0,1.14,dust
449,Ucluelet,CA,48.9329,-125.5528,43.0,91,100,5.01,overcast clouds
450,Rock Sound,BS,24.9,-76.2,68.05,62,5,11.52,clear sky
451,Adre,TD,13.4667,22.2,77.11,17,0,21.25,clear sky
452,Sharan,RU,54.8167,54.0,26.1,98,100,14.81,light snow
453,Madimba,TZ,-10.4,40.3333,77.0,88,75,11.5,light rain
454,Kabanjahe,ID,3.1001,98.4908,84.2,79,75,11.5,light rain
455,Phangnga,TH,8.4509,98.5298,86.0,62,20,8.05,few clouds
456,Baruun-Urt,MN,46.6806,113.2792,-5.82,87,19,11.52,few clouds
457,Cochrane,CA,51.1834,-114.4687,18.0,72,1,4.61,clear sky
458,Mananjary,MG,-21.2167,48.3333,83.93,65,50,8.16,scattered clouds
459,Englewood,US,39.6478,-104.9878,28.99,93,90,5.75,mist
460,Salalah,OM,17.0151,54.0924,78.8,15,0,16.11,clear sky
461,Tefe,BR,-3.3542,-64.7114,69.3,98,72,1.01,broken clouds
462,Nichinan,JP,31.6,131.3667,42.8,39,75,12.66,broken clouds
463,Umm Kaddadah,SD,13.6017,26.6876,78.06,17,0,22.44,clear sky
464,San Patricio,US,28.017,-97.5169,53.6,100,90,17.27,mist
465,Chunoyar,RU,57.4467,97.3217,1.94,91,100,5.35,overcast clouds
466,Santa Rita,BR,-7.1139,-34.9781,73.4,100,40,4.61,scattered clouds
467,Prabumulih,ID,-3.45,104.25,83.97,70,71,6.89,broken clouds
468,Nemuro,JP,43.3236,145.575,10.4,61,20,3.44,few clouds
469,Hoquiam,US,46.9809,-123.8893,42.8,87,90,9.22,overcast clouds
470,Letka,RU,59.6011,49.4232,9.55,94,100,11.5,light snow
471,Puliyankudi,IN,9.1667,77.4167,80.51,73,100,5.97,overcast clouds
472,Venado Tuerto,AR,-33.7456,-61.9688,64.99,87,0,4.0,clear sky
473,Tibiri,NE,13.5627,7.0485,73.4,25,0,11.5,clear sky
474,Kashi,CN,39.4547,75.9797,23.0,54,20,2.24,few clouds
475,Motygino,RU,58.1831,94.7592,-3.12,91,100,3.62,overcast clouds
476,Mana,GF,5.6592,-53.7767,76.8,88,69,10.94,broken clouds
477,Aneho,TG,6.2333,1.6,82.4,83,20,10.36,few clouds
478,Pangkalanbuun,ID,-2.6833,111.6167,81.05,88,100,5.03,overcast clouds
479,Hami,CN,42.8,93.45,20.73,74,0,5.88,clear sky
480,Kamloops,CA,50.6665,-120.3192,35.6,75,90,5.75,overcast clouds
481,Innisfail,AU,-17.5333,146.0333,77.92,92,100,4.03,overcast clouds
482,Marawi,PH,7.9986,124.2928,81.0,88,100,13.0,heavy intensity rain
483,Namatanai,PG,-3.6667,152.4333,82.08,76,100,5.59,overcast clouds
484,Gidam,IN,18.9833,81.4,91.96,21,100,0.98,overcast clouds
485,Kankon,IN,15.0167,74.0167,89.6,55,40,8.05,scattered clouds
486,Marzuq,YE,14.4,46.4667,67.39,25,0,8.05,clear sky
487,Santa Lucia,ES,27.9117,-15.5407,59.0,72,40,10.36,scattered clouds
488,Gopalganj,IN,26.4667,84.4333,83.17,35,100,13.67,overcast clouds
489,Morros,BR,-9.4467,-46.3003,72.34,82,80,2.04,broken clouds
490,Khani,GE,41.9563,42.9566,64.4,25,0,8.05,clear sky
491,Praia,CV,14.9215,-23.5087,71.6,64,75,21.85,broken clouds
492,Sungaipenuh,ID,-2.0833,101.3833,72.64,77,100,1.32,overcast clouds
493,Isangel,VU,-19.55,169.2667,80.29,82,100,3.42,overcast clouds
494,Manyana,BW,-23.4,21.7167,81.07,49,92,1.63,overcast clouds
495,Ginda,IN,30.6945,78.4932,63.27,25,0,5.21,clear sky
496,Abhar,IR,36.1468,49.218,39.76,64,1,3.49,clear sky
497,Raduzhnyy,RU,62.0961,77.475,-12.23,89,99,5.91,overcast clouds
498,Simplicio Mendes,BR,-7.8539,-41.9103,71.11,88,100,3.65,overcast clouds
499,Asmar,AF,35.0333,71.3581,58.19,25,0,7.9,clear sky
500,Champerico,GT,14.3,-91.9167,63.0,94,66,4.14,broken clouds
501,San Felipe,VE,10.3399,-68.7425,70.3,93,99,2.39,overcast clouds
502,Kavieng,PG,-2.5744,150.7967,83.55,74,70,6.62,light rain
503,Beni Mazar,EG,28.4962,30.8029,70.86,39,0,18.1,clear sky
504,Beira,MZ,-19.8436,34.8389,86.0,79,40,11.5,light rain
505,Ondjiva,AO,-17.0667,15.7333,75.2,73,40,3.44,scattered clouds
506,Bulaevo,KZ,54.9056,70.4439,4.5,94,100,3.6,overcast clouds
507,Salair,RU,54.2312,85.7972,11.55,94,100,19.71,snow
508,Larsnes,NO,62.2028,5.5773,34.0,85,99,14.0,light snow
509,Zabol,AF,32.25,67.25,43.5,37,0,5.1,clear sky
510,Trairi,BR,-3.2778,-39.2689,78.64,77,100,8.23,overcast clouds
511,Kamennomostskiy,RU,44.2983,40.1856,35.98,89,100,3.42,overcast clouds
512,Springville,US,40.1652,-111.6107,28.4,74,90,1.97,overcast clouds
513,Siva,EG,29.2041,25.5195,73.4,32,0,1.16,clear sky
514,Machico,PT,32.7,-16.7667,57.2,67,40,12.66,light rain
515,Lipari,IT,38.4674,14.954,71.01,45,100,13.96,overcast clouds
516,Wattegama,LK,6.7989,81.4808,80.6,94,90,2.3,moderate rain
517,Chernyakhiv,UA,50.4565,28.6702,30.58,97,87,10.92,overcast clouds
518,Grand Gaube,MU,-20.0064,57.6608,86.0,69,41,8.99,light rain
519,Boyolangu,ID,-8.1181,111.8935,80.92,81,100,8.21,light rain
520,Mastic Beach,US,40.7668,-72.8521,33.8,51,90,8.05,overcast clouds
521,Marks,RU,51.7111,46.7486,33.01,75,99,11.99,overcast clouds
522,Odweyne,SO,9.4092,45.064,75.54,32,0,14.97,clear sky
523,Aklavik,CA,68.2191,-135.0107,3.2,92,38,2.28,scattered clouds
524,Hope,US,33.6671,-93.5916,30.99,71,100,3.98,overcast clouds
525,Kiama,AU,-34.6833,150.8667,73.99,73,1,8.01,clear sky
526,Huntsville,US,34.7304,-86.5861,32.0,74,90,9.22,overcast clouds
527,Ulladulla,AU,-35.35,150.4667,77.0,57,50,9.22,scattered clouds
528,Asau,RO,46.4333,26.4,32.0,93,75,2.3,broken clouds
529,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.61,93,85,2.19,overcast clouds
530,Mirnyy,RU,62.5353,113.9611,-30.5,84,11,2.68,few clouds
531,Los Banos,PH,14.1667,121.1833,82.4,54,75,14.97,broken clouds
532,Ulaangom,MN,49.9811,92.0667,-23.15,84,91,1.43,overcast clouds
533,Oranjemund,NA,-28.55,16.4333,68.77,63,1,17.43,clear sky
534,Pangnirtung,CA,66.1451,-65.7125,4.77,80,100,0.56,overcast clouds
535,Le Port,RE,-20.9373,55.2919,84.2,74,90,11.5,light rain
536,Pyaozerskiy,RU,65.8333,31.1667,-5.48,92,63,4.85,broken clouds
537,Sena Madureira,BR,-9.0656,-68.6569,71.42,93,100,1.77,overcast clouds
538,Martil,MA,35.6166,-5.2752,46.4,81,75,6.91,broken clouds
539,Dzhida,RU,50.6772,106.1806,-4.58,86,0,5.23,clear sky
540,Clyde River,CA,70.4692,-68.5914,5.0,85,90,12.66,light snow
541,Tamandare,BR,-8.7597,-35.1047,77.63,79,100,7.99,overcast clouds
542,Ercis,TR,39.0287,43.3586,37.4,56,0,4.61,clear sky
543,Poum,NC,-20.2333,164.0167,83.7,81,100,6.51,overcast clouds
544,Tilichiki,RU,60.4667,166.1,-14.46,90,97,14.05,overcast clouds
545,Yining,CN,29.0361,114.5636,42.31,58,89,4.65,light rain
546,Nakamura,JP,32.9833,132.9333,32.86,92,48,6.02,scattered clouds
547,Sao Francisco,BR,-15.9486,-44.8644,70.66,95,100,1.95,moderate rain
548,Egvekinot,RU,66.3167,-179.1667,-20.9,85,4,11.21,clear sky
549,Dukat,RU,62.55,155.55,-24.41,84,92,4.65,overcast clouds
550,Tagusao,PH,9.1924,117.8141,82.13,79,99,11.81,moderate rain
551,Moengo,SR,5.6167,-54.4,72.81,97,83,2.71,broken clouds
552,Sao Felix Do Xingu,BR,-6.6447,-51.995,69.93,96,86,1.19,light rain
553,Lerwick,GB,60.1545,-1.1494,37.4,87,40,14.97,light snow
554,Bonthe,SL,7.5264,-12.505,80.6,81,24,5.28,light rain
555,Raton,US,36.9034,-104.4391,21.99,79,75,9.22,broken clouds
556,Vao,NC,-22.6667,167.4833,79.12,85,100,13.29,overcast clouds
557,Batesville,US,35.7698,-91.641,33.8,64,90,3.44,overcast clouds
558,Wajir,KE,1.7471,40.0573,89.11,30,25,12.77,scattered clouds
559,Miraflores,MX,19.2167,-98.8083,53.6,66,1,4.61,clear sky
560,Hasaki,JP,35.7333,140.8333,39.2,47,20,2.3,few clouds
561,Talnakh,RU,69.4865,88.3972,-21.17,74,31,3.38,scattered clouds
562,North Bend,US,43.4065,-124.2243,50.0,87,90,18.41,overcast clouds
563,Qaqortoq,GL,60.7167,-46.0333,42.8,36,75,27.63,light snow
564,Manta,EC,-0.95,-80.7333,75.2,88,40,2.3,scattered clouds
565,Khilok,RU,51.3674,110.4676,-0.04,88,48,6.33,scattered clouds
566,Myitkyina,MM,25.3833,97.4,83.21,37,39,3.06,scattered clouds
567,Rio Gallegos,AR,-51.6226,-69.2181,39.2,87,20,8.05,few clouds
568,Serrinha,BR,-11.6642,-39.0075,71.11,90,100,4.59,overcast clouds
569,Verkhnyaya Inta,RU,65.9811,60.3094,-2.18,86,0,4.18,clear sky
570,Santa Rosa,PH,14.3122,121.1114,82.4,54,75,14.97,broken clouds
571,Sigli,ID,5.3848,95.9609,80.71,80,72,9.8,light rain
572,Ritchie,ZA,-29.038,24.6028,78.8,53,0,4.61,clear sky
573,Vanimo,PG,-2.6741,141.3028,80.76,76,100,1.79,overcast clouds
574,Castelo Branco,PT,39.8222,-7.4909,34.0,79,1,6.76,clear sky
575,Moranbah,AU,-22.0016,148.0466,71.02,89,94,19.17,light rain
576,Palmer,US,42.1584,-72.3287,28.0,63,1,11.5,clear sky
577,Plettenberg Bay,ZA,-34.0527,23.3716,64.53,83,100,8.7,light rain
578,Suruc,TR,36.9761,38.425,53.6,37,0,4.61,clear sky
579,Vilhena,BR,-12.7406,-60.1458,69.24,97,100,2.04,light rain
580,Maceio,BR,-9.6658,-35.7353,73.4,94,20,4.61,few clouds
581,Aswan,EG,24.0934,32.907,76.46,24,0,12.41,clear sky
582,Makushino,RU,55.2103,67.2442,-0.04,93,100,4.88,overcast clouds
583,Malpe,IN,13.35,74.7167,91.4,46,20,11.5,few clouds
584,Finnsnes,NO,69.2296,17.9811,21.2,63,0,8.05,clear sky
585,Norman Wells,CA,65.282,-126.8329,-4.0,84,20,8.05,few clouds
586,Mackay,AU,-21.15,149.2,77.0,94,90,20.71,light rain
587,Aanekoski,FI,62.6946,25.818,10.99,92,90,4.61,light snow
588,Calabozo,VE,8.9242,-67.4293,74.12,84,92,6.73,overcast clouds
589,Rio Cuarto,AR,-33.1307,-64.3499,66.0,93,0,8.01,clear sky
590,Colares,PT,38.7992,-9.4469,43.0,70,20,8.05,few clouds
591,Ola,RU,59.5833,151.2833,2.82,84,100,9.28,overcast clouds
592,Tanete,ID,-3.9443,119.7848,82.71,78,99,5.97,moderate rain
593,Honningsvag,NO,70.9821,25.9704,22.68,94,9,30.15,clear sky
594,Berlevag,NO,70.8578,29.0864,16.21,93,26,23.89,scattered clouds
595,Cockburn Town,TC,21.4612,-71.1419,77.79,75,100,9.93,overcast clouds
596,Yerbogachen,RU,61.2767,108.0108,-11.9,89,100,3.74,overcast clouds
597,Tarkwa,GH,5.3064,-1.9847,82.89,74,9,4.65,clear sky
598,Tabuk,PH,17.4189,121.4443,67.75,83,61,8.68,broken clouds
599,Verkhnevilyuysk,RU,63.4453,120.3167,-17.91,87,100,6.2,overcast clouds
600,Los Llanos De Aridane,ES,28.6585,-17.9182,57.2,62,20,5.75,few clouds
601,Henties Bay,NA,-22.116,14.2845,68.61,70,45,8.1,scattered clouds
602,Gorontalo,ID,0.5412,123.0595,83.08,80,40,2.37,scattered clouds
603,Sicamous,CA,50.8331,-118.9856,33.8,86,100,3.44,light snow
604,Batemans Bay,AU,-35.7167,150.1833,73.99,66,8,6.8,clear sky
605,Yuryevets,RU,57.3201,43.1041,15.67,97,100,10.09,snow
606,Tarakan,ID,3.3,117.6333,89.6,66,20,4.61,few clouds
607,Yuxia,CN,34.0615,108.6291,34.0,25,0,6.71,clear sky
608,San Ignacio,BZ,17.1561,-89.0714,64.0,100,0,1.01,clear sky
609,Chulym,RU,55.0997,80.9572,10.06,95,100,13.76,overcast clouds
610,Yelanskiy,RU,56.8419,62.5014,-6.09,91,100,7.63,overcast clouds
611,Emmaus,US,40.5395,-75.4968,32.0,64,1,8.05,clear sky
612,Meulaboh,ID,4.1363,96.1285,81.25,85,98,8.66,overcast clouds
613,Auki,SB,-8.7676,160.7034,81.27,75,45,2.77,light rain
614,Kysyl-Syr,RU,63.8986,122.7617,-23.24,86,100,2.95,overcast clouds
615,Goulburn,AU,-34.75,149.7167,81.0,30,0,8.41,clear sky
616,Port Jervis,US,41.3751,-74.6927,28.0,78,49,9.6,scattered clouds
617,Boa Vista,BR,2.8197,-60.6733,75.2,94,75,3.44,broken clouds
618,Hinton,CA,53.4001,-117.5857,21.2,73,98,4.61,overcast clouds
619,Baracoa,CU,20.3467,-74.4958,74.21,85,100,7.7,overcast clouds
620,Afsin,TR,38.2477,36.914,45.09,58,0,1.03,clear sky
621,Tucuman,AR,-26.8241,-65.2226,69.8,94,40,2.3,scattered clouds
622,Kalemie,CD,-5.9475,29.1947,72.75,75,100,3.27,overcast clouds
623,Yambio,SS,4.5721,28.3955,90.5,26,98,5.39,overcast clouds
624,Pimenta Bueno,BR,-11.6725,-61.1936,72.73,93,90,1.45,overcast clouds
625,Hedaru,TZ,-4.5,37.9,77.29,70,99,5.23,moderate rain
626,Wagga Wagga,AU,-35.1167,147.3667,89.6,23,1,6.91,clear sky
627,Magadi,IN,12.9667,77.2333,81.0,65,40,3.44,scattered clouds
628,Amga,RU,60.8953,131.9608,-36.99,80,97,1.61,overcast clouds
629,Vryburg,ZA,-26.9566,24.7284,86.74,32,92,3.2,overcast clouds
630,Maniitsoq,GL,65.4167,-52.9,27.46,86,100,4.94,overcast clouds
631,Tual,ID,-5.6667,132.75,84.7,71,64,3.83,light rain
632,Sabha,LY,27.0377,14.4283,72.03,23,15,18.39,few clouds
633,Bambous Virieux,MU,-20.3428,57.7575,86.0,79,40,13.8,light rain
634,Atasu,KZ,48.6814,71.6433,12.16,92,47,8.03,scattered clouds
635,Mitha Tiwana,PK,32.2486,72.1108,71.65,21,0,6.02,clear sky
636,Saint-Augustin,CA,51.226,-58.6502,24.21,87,97,15.08,overcast clouds
637,Rivne,UA,50.6231,26.2274,30.2,93,75,8.95,light snow
638,Bialystok,PL,53.1333,23.15,28.0,91,93,3.11,overcast clouds
639,Xinmin,CN,41.9908,122.8253,17.6,38,0,4.47,clear sky
640,Bara,NG,10.3744,10.7288,87.44,14,98,15.82,overcast clouds
641,Homer,US,59.6425,-151.5483,39.2,65,90,10.36,snow
642,Dmytrivka,UA,45.9717,28.9864,37.4,74,100,1.68,overcast clouds
643,Ceres,US,37.5949,-120.9577,41.0,100,90,5.75,fog
644,Fukue,JP,32.6881,128.8419,37.4,87,75,4.61,broken clouds
645,Kamaishi,JP,39.2667,141.8833,23.0,68,40,5.75,scattered clouds
646,Yishui,CN,35.7847,118.6281,25.48,76,35,5.06,scattered clouds
647,Hofn,IS,64.2539,-15.2082,21.02,82,0,13.4,clear sky
648,Timaru,NZ,-44.4,171.25,61.75,67,36,5.93,scattered clouds
649,Kaduna,NG,10.5222,7.4383,81.39,16,0,11.92,clear sky
650,Altus,US,34.6381,-99.334,35.6,80,90,5.75,overcast clouds
651,Dalaba,GN,10.7,-12.25,70.57,35,0,1.25,clear sky
652,Bagdarin,RU,54.4333,113.6,-3.51,85,100,2.91,overcast clouds
653,Alamosa,US,37.4695,-105.87,12.2,92,90,8.05,overcast clouds
654,Norfolk,US,42.1668,-71.2495,30.2,51,1,6.91,clear sky
655,Lakes Entrance,AU,-37.8811,147.981,75.99,66,74,4.0,broken clouds
656,Thinadhoo,MV,0.5333,72.9333,81.99,67,36,9.19,scattered clouds
657,Oktyabrskoye,RU,43.0645,44.7417,50.0,76,40,13.42,scattered clouds
658,Yar-Sale,RU,66.8333,70.8333,-20.0,87,3,9.71,clear sky
659,Khanpur,PK,28.6453,70.6567,75.4,17,0,4.36,clear sky
660,Brekstad,NO,63.687,9.6654,33.01,93,75,17.27,light snow
661,Coihaique,CL,-45.5752,-72.0662,41.0,81,90,11.5,snow
662,Batticaloa,LK,7.7102,81.6924,80.37,82,100,10.94,moderate rain
663,Port Arthur,CN,38.8,121.2667,23.0,50,0,11.18,clear sky
664,Waingapu,ID,-9.6567,120.2641,85.53,69,83,3.96,light rain
665,Yerofey Pavlovich,RU,53.9667,121.9667,-12.73,86,35,1.63,scattered clouds
666,Pedasi,PA,7.5333,-80.0333,76.69,83,91,10.02,overcast clouds
667,Quang Ngai,VN,15.1167,108.8,65.53,90,100,6.42,light rain
668,Sri Aman,MY,1.2376,111.4621,89.6,70,40,5.75,scattered clouds
669,Kawalu,ID,-7.3817,108.2082,78.06,83,100,2.77,moderate rain
670,Bay Roberts,CA,47.5999,-53.2648,34.0,100,90,9.22,overcast clouds
671,Varna,BG,43.2167,27.9167,39.2,93,75,11.5,broken clouds
672,Haapiti,PF,-17.5667,-149.8667,78.8,69,20,3.44,light rain
673,Camacupa,AO,-12.0167,17.4833,74.75,68,100,1.07,overcast clouds
674,Grand-Santi,GF,4.25,-54.3833,70.86,97,100,1.86,overcast clouds
675,Karpathos,GR,35.507,27.2132,66.2,82,40,11.5,scattered clouds
676,Escanaba,US,45.7453,-87.0646,27.0,93,90,3.44,overcast clouds
677,Lubango,AO,-14.9172,13.4925,71.6,42,20,6.91,few clouds
678,Somerset West,ZA,-34.084,18.8211,75.0,52,20,21.85,few clouds
679,Atambua,ID,-9.1061,124.8925,79.88,83,100,1.74,light rain
680,Valle De Allende,MX,26.9333,-105.4,42.75,65,0,3.71,clear sky
681,Chau Doc,VN,10.7,105.1167,85.78,45,1,7.05,clear sky
682,Ossora,RU,59.2353,163.0719,-3.24,82,100,12.59,overcast clouds
683,Vesyegonsk,RU,58.664,37.2604,-1.62,92,100,4.9,overcast clouds
684,Carros,FR,43.7894,7.184,46.4,53,75,8.05,light rain
685,Okha,RU,53.5739,142.9478,-9.98,90,100,12.97,overcast clouds
686,Tynda,RU,55.1667,124.7167,-14.06,84,92,5.37,overcast clouds
687,Xinzhi,CN,36.4989,111.7047,28.38,58,100,11.97,overcast clouds
688,Klichka,RU,50.4457,117.996,-6.86,85,89,3.18,overcast clouds
689,Kerchevskiy,RU,59.946,56.2884,4.21,91,0,6.42,clear sky
690,Miyako,JP,39.6367,141.9525,23.34,86,15,4.03,few clouds
691,Heze,CN,35.2431,115.4411,32.56,67,100,5.48,overcast clouds
692,Bogoslovka,RU,53.2084,44.8013,32.0,91,97,12.41,overcast clouds
693,Seymchan,RU,62.8833,152.4333,-27.92,84,100,0.83,overcast clouds
694,Mujiayingzi,CN,42.1167,118.7833,3.63,86,30,6.78,scattered clouds
695,Batagay-Alyta,RU,67.8006,130.4114,-26.39,84,100,1.12,overcast clouds
696,Conceicao Da Barra,BR,-18.5933,-39.7322,77.11,83,75,7.52,broken clouds
697,Samarai,PG,-10.6167,150.6667,84.49,77,100,10.18,overcast clouds
698,Algiers,DZ,36.7525,3.042,48.2,100,20,3.44,few clouds
699,Honolulu,US,21.3069,-157.8583,73.4,73,40,9.22,scattered clouds
700,Salaga,GH,8.5508,-0.5188,87.06,53,1,5.66,clear sky
701,Lancaster,US,40.2504,-76.2499,33.01,51,1,5.75,clear sky
702,Koslan,RU,63.4564,48.8989,0.0,92,73,8.43,broken clouds
703,Karoi,ZW,-16.8099,29.6925,73.27,83,99,5.59,moderate rain
