City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Faya,SA,2021-01-08 08:53:17,18.3851,42.4509,66.2,55,20,4.61
289,Progreso,MX,2021-01-08 08:53:17,21.2833,-89.6667,66.99,88,1,12.28
290,Aketi,CD,2021-01-08 08:53:17,2.7388,23.7833,89.58,39,81,3.44
291,Mugur-Aksy,RU,2021-01-08 08:53:17,50.35,90.5,-2.49,72,50,1.23
292,Terra Santa,BR,2021-01-08 08:53:18,-2.1042,-56.4869,72.5,92,0,1.07
293,Tuim,RU,2021-01-08 08:53:18,54.3417,89.9261,-1.44,89,100,1.79
294,Cidreira,BR,2021-01-08 08:53:18,-30.1811,-50.2056,72.12,86,2,7.27
295,Sayyan,YE,2021-01-08 08:53:18,15.1718,44.3244,58.6,33,0,1.1
296,Long Xuyen,VN,2021-01-08 08:53:18,10.3833,105.4167,84.2,74,20,3.44
297,Libano,CO,2021-01-08 08:53:19,4.9218,-75.0623,57.0,87,69,3.98
298,Thinadhoo,MV,2021-01-08 08:53:19,0.5333,72.9333,83.37,79,52,18.23
299,Shingu,JP,2021-01-08 08:53:19,33.7333,135.9833,33.8,44,75,19.57
300,Puerto Colombia,CO,2021-01-08 08:53:20,10.9878,-74.9547,78.8,89,75,5.75
301,Thabazimbi,ZA,2021-01-08 08:53:20,-24.5917,27.4116,77.0,72,98,2.35
302,Tyukhtet,RU,2021-01-08 08:53:20,56.5389,89.3011,-4.11,88,100,5.53
303,Balakovo,RU,2021-01-08 08:53:21,52.0278,47.8007,27.39,98,100,12.8
304,Port Hardy,CA,2021-01-08 08:53:21,50.6996,-127.4199,50.0,71,90,28.77
305,Piacabucu,BR,2021-01-08 08:53:21,-10.4056,-36.4344,76.5,83,67,6.42
306,Bathsheba,BB,2021-01-08 08:53:21,13.2167,-59.5167,77.0,78,40,17.27
307,Iwanai,JP,2021-01-08 08:53:21,42.9744,140.5089,18.64,93,99,15.86
308,Rio Claro,BR,2021-01-08 08:53:22,-22.4114,-47.5614,73.0,83,94,3.0
309,Sozimskiy,RU,2021-01-08 08:53:22,59.7418,52.2482,12.27,95,100,4.65
310,Halifax,CA,2021-01-08 08:53:22,44.6453,-63.5724,30.2,86,99,10.36
311,Kavieng,PG,2021-01-08 08:53:23,-2.5744,150.7967,83.07,78,100,12.91
312,Chernyshevskiy,RU,2021-01-08 08:53:23,63.0128,112.4714,3.18,94,100,8.48
313,Port Hedland,AU,2021-01-08 08:53:23,-20.3167,118.5667,93.2,59,75,14.97
314,Kavaratti,IN,2021-01-08 08:53:23,10.5669,72.642,82.44,68,33,1.01
315,Hervey Bay,AU,2021-01-08 08:53:24,-25.2986,152.8535,71.01,91,100,8.01
316,Ilulissat,GL,2021-01-08 08:53:24,69.2167,-51.1,8.6,72,90,19.57
317,Kemin,KG,2021-01-08 08:53:24,42.7846,75.6892,21.58,84,42,1.54
318,Santa Lucia,ES,2021-01-08 08:53:25,27.9117,-15.5407,64.4,72,40,5.75
319,Wagga Wagga,AU,2021-01-08 08:53:25,-35.1167,147.3667,78.8,31,0,12.66
320,Boende,CD,2021-01-08 08:53:25,-0.2167,20.8667,78.76,76,100,3.78
321,Nelson Bay,AU,2021-01-08 08:53:25,-32.7167,152.15,71.6,60,90,14.97
322,Balabac,PH,2021-01-08 08:53:26,7.9868,117.0645,75.4,93,100,9.13
323,Raisen,IN,2021-01-08 08:53:26,23.3333,77.8,78.8,50,40,5.75
324,Vieux-Habitants,GP,2021-01-08 08:53:26,16.0589,-61.7659,64.4,94,0,1.14
325,Tura,IN,2021-01-08 08:53:26,25.5198,90.2201,78.57,35,27,4.43
326,Yaring,TH,2021-01-08 08:53:27,6.8662,101.3689,84.2,74,20,10.36
327,Pangody,RU,2021-01-08 08:53:27,65.85,74.4859,-14.12,88,100,9.53
328,Kargasok,RU,2021-01-08 08:53:27,59.0556,80.8572,-10.19,85,100,5.59
329,Fukue,JP,2021-01-08 08:53:27,32.6881,128.8419,30.2,86,75,6.91
330,Mitsamiouli,KM,2021-01-08 08:53:28,-11.3847,43.2844,82.85,75,10,12.93
331,Raga,SS,2021-01-08 08:53:28,8.4596,25.678,86.74,14,51,8.86
332,Sinnamary,GF,2021-01-08 08:53:28,5.3833,-52.95,77.45,86,100,9.62
333,Mglin,RU,2021-01-08 08:53:29,53.0591,32.8475,35.1,98,100,4.97
334,San Juan,AR,2021-01-08 08:48:42,-31.5375,-68.5364,72.12,46,0,9.04
335,Prieska,ZA,2021-01-08 08:53:29,-29.6641,22.7474,88.39,21,35,2.62
336,Kautokeino,NO,2021-01-08 08:53:29,69.0125,23.0412,-2.2,92,94,8.3
337,Yorosso,ML,2021-01-08 08:53:30,12.3536,-4.7761,85.08,13,21,9.89
338,Pacifica,US,2021-01-08 08:53:30,37.6138,-122.4869,53.01,87,90,6.64
339,Kalmunai,LK,2021-01-08 08:53:30,7.4167,81.8167,83.71,72,97,6.71
340,Katherine,AU,2021-01-08 08:53:30,-14.4667,132.2667,91.4,52,40,5.75
341,Petropavlovsk-Kamchatskiy,RU,2021-01-08 08:53:31,53.0452,158.6483,-0.4,71,63,11.18
342,Tongchuan,CN,2021-01-08 08:53:31,35.0806,109.0897,26.78,49,0,3.6
343,Mbanza-Ngungu,CD,2021-01-08 08:53:32,-5.25,14.8667,69.57,91,100,3.09
344,Qrendi,MT,2021-01-08 08:53:32,35.8347,14.4583,66.2,77,0,6.91
345,Tepetzintla,MX,2021-01-08 08:53:32,21.1667,-97.8333,54.46,63,31,1.23
346,Ibotirama,BR,2021-01-08 08:53:32,-12.1853,-43.2206,71.71,55,34,1.86
347,Nuuk,GL,2021-01-08 08:53:33,64.1835,-51.7216,17.6,79,0,23.02
348,Mwingi,KE,2021-01-08 08:53:33,-0.9344,38.0601,77.18,59,69,5.97
349,Tiznit,MA,2021-01-08 08:53:33,29.5833,-9.5,61.18,79,16,18.54
350,Ixtapa,MX,2021-01-08 08:53:34,20.7,-105.2,68.0,94,100,1.5
351,Broome,US,2021-01-08 08:53:34,42.2506,-75.833,24.01,93,90,11.5
352,Baracoa,CU,2021-01-08 08:53:34,20.3467,-74.4958,72.61,81,97,4.09
353,Yerofey Pavlovich,RU,2021-01-08 08:53:35,53.9667,121.9667,-11.22,86,100,3.62
354,Scottsbluff,US,2021-01-08 08:53:35,41.8666,-103.6672,30.99,74,75,9.22
355,Bhabua,IN,2021-01-08 08:53:35,25.05,83.6167,84.4,31,19,8.28
356,Okato,NZ,2021-01-08 08:53:35,-39.2,173.8833,64.0,75,21,4.0
357,Tuapse,RU,2021-01-08 08:49:28,44.1125,39.0742,54.21,56,100,11.63
358,Chulman,RU,2021-01-08 08:53:36,56.8479,124.9104,-8.73,89,100,7.85
359,Laguna,US,2021-01-08 08:53:36,38.421,-121.4238,43.0,87,20,2.35
360,Leo,BF,2021-01-08 08:53:37,11.1,-2.1,84.18,14,0,9.01
361,Porbandar,IN,2021-01-08 08:53:37,21.6422,69.6093,78.8,29,0,17.52
362,Kimparana,ML,2021-01-08 08:53:37,12.8347,-4.9244,84.65,13,13,11.07
363,Zambezi,ZM,2021-01-08 08:53:37,-13.5432,23.1047,72.37,81,100,9.71
364,Yatou,CN,2021-01-08 08:53:38,37.15,122.3833,15.37,94,66,13.24
365,Kutum,SD,2021-01-08 08:53:38,14.2,24.6667,74.7,19,0,23.69
366,Akureyri,IS,2021-01-08 08:53:38,65.6835,-18.0878,44.6,65,75,23.02
367,Magnolia,US,2021-01-08 08:53:38,33.2671,-93.2393,41.0,81,90,6.91
368,Katsuura,JP,2021-01-08 08:53:39,35.1333,140.3,42.8,45,40,5.75
369,Inhambane,MZ,2021-01-08 08:53:39,-23.865,35.3833,86.0,70,40,2.3
370,Siedlce,PL,2021-01-08 08:53:39,52.1677,22.2901,33.01,92,97,8.37
371,Sinop,TR,2021-01-08 08:53:40,41.7711,34.8709,53.6,71,75,3.44
372,Fort Nelson,CA,2021-01-08 08:53:40,58.8053,-122.7002,3.2,85,20,3.44
373,Tagusao,PH,2021-01-08 08:53:40,9.1924,117.8141,79.83,83,100,3.15
374,Kurumkan,RU,2021-01-08 08:53:40,54.3,110.3,-5.44,82,100,4.07
375,Dukat,RU,2021-01-08 08:53:41,62.55,155.55,-16.56,83,16,1.74
376,Bilma,NE,2021-01-08 08:53:41,18.6853,12.9164,82.15,15,0,8.21
377,Nhulunbuy,AU,2021-01-08 08:53:41,-12.2333,136.7667,86.0,79,40,9.22
378,Kenai,US,2021-01-08 08:53:41,60.5544,-151.2583,34.0,64,40,11.5
379,Chateauroux,FR,2021-01-08 08:52:07,46.8167,1.7,28.4,100,90,4.61
380,Rzhaksa,RU,2021-01-08 08:53:42,52.1338,42.0264,33.24,100,100,13.58
381,Teguldet,RU,2021-01-08 08:53:42,57.3064,88.1667,-5.98,86,100,5.23
382,Havre-Saint-Pierre,CA,2021-01-08 08:53:42,50.2334,-63.5986,26.6,86,90,10.36
383,Ouagadougou,BF,2021-01-08 08:53:19,12.3642,-1.5383,78.8,24,3,6.91
384,Manyana,BW,2021-01-08 08:53:43,-23.4,21.7167,83.34,45,61,10.69
385,Umm Lajj,SA,2021-01-08 08:53:43,25.0213,37.2685,82.47,38,0,5.3
386,Mombetsu,JP,2021-01-08 08:53:44,44.3525,143.3525,23.0,83,100,11.99
387,Monte Alegre De Minas,BR,2021-01-08 08:53:44,-18.8706,-48.8808,67.1,92,100,3.58
388,Kawalu,ID,2021-01-08 08:53:44,-7.3817,108.2082,82.54,73,83,3.47
389,Berlevag,NO,2021-01-08 08:53:45,70.8578,29.0864,21.2,63,0,35.68
390,Souillac,MU,2021-01-08 08:53:45,-20.5167,57.5167,82.4,69,75,14.97
391,Ambon,ID,2021-01-08 08:53:45,-3.6954,128.1814,86.0,70,40,9.22
392,Opuwo,NA,2021-01-08 08:53:45,-18.0607,13.84,82.78,43,31,0.45
393,Brooks,CA,2021-01-08 08:53:45,50.5834,-111.8851,16.0,92,0,4.61
394,Erenhot,CN,2021-01-08 08:53:46,43.6475,111.9767,-2.85,88,0,11.23
395,Bengkulu,ID,2021-01-08 08:53:46,-3.8004,102.2655,84.49,68,100,6.71
396,Nioro,GM,2021-01-08 08:53:46,13.35,-15.75,74.89,25,0,5.08
397,Aktau,KZ,2021-01-08 08:53:47,43.65,51.2,32.0,55,90,20.13
398,Lingao,CN,2021-01-08 08:53:47,19.9103,109.6859,53.35,68,98,14.79
399,Noumea,NC,2021-01-08 08:53:47,-22.2763,166.4572,84.99,65,0,8.05
400,Tottori,JP,2021-01-08 08:53:47,35.5,134.2333,28.4,59,75,14.97
401,Shimoda,JP,2021-01-08 08:53:47,34.6667,138.95,30.0,57,22,3.0
402,Tasiilaq,GL,2021-01-08 08:53:48,65.6145,-37.6368,14.0,62,0,27.63
403,Zeya,RU,2021-01-08 08:53:48,53.75,127.2667,-15.83,83,100,0.85
404,Aitape,PG,2021-01-08 08:53:49,-3.1374,142.3475,81.09,80,99,3.91
405,Kahului,US,2021-01-08 08:49:28,20.8947,-156.47,69.8,78,1,3.44
406,Gasa,PS,2021-01-08 08:53:49,31.5,34.4667,71.01,31,0,3.0
407,Kangaatsiaq,GL,2021-01-08 08:53:50,68.3065,-53.4641,1.54,92,58,8.55
408,Hambantota,LK,2021-01-08 08:53:50,6.1241,81.1185,84.2,89,75,4.61
409,Mount Isa,AU,2021-01-08 08:53:50,-20.7333,139.5,96.8,20,40,16.11
410,Verkhnevilyuysk,RU,2021-01-08 08:53:50,63.4453,120.3167,-4.81,92,100,2.68
411,Kieta,PG,2021-01-08 08:53:51,-6.2167,155.6333,80.49,78,100,5.28
412,Klyuchi,RU,2021-01-08 08:53:51,52.2667,79.1667,-13.56,87,6,3.62
413,Coihaique,CL,2021-01-08 08:53:51,-45.5752,-72.0662,50.0,66,90,5.75
414,Talara,PE,2021-01-08 08:53:51,-4.5772,-81.2719,69.69,83,99,9.26
415,Kruisfontein,ZA,2021-01-08 08:53:52,-34.0033,24.7314,81.0,57,50,5.99
416,Kaeo,NZ,2021-01-08 08:53:52,-35.1,173.7833,66.0,79,4,5.01
417,Golden,US,2021-01-08 08:50:01,39.7555,-105.2211,33.8,37,1,6.91
418,Masumbwe,TZ,2021-01-08 08:53:53,-3.6333,32.1833,84.0,53,37,0.49
419,Naze,JP,2021-01-08 08:53:53,28.3667,129.4833,50.0,66,75,14.97
420,Jeremie,HT,2021-01-08 08:53:53,18.65,-74.1167,74.3,77,94,4.34
421,Kristianstad,SE,2021-01-08 08:53:53,56.0313,14.1524,33.8,93,75,5.75
422,Dharchula,IN,2021-01-08 08:53:54,29.85,80.5333,70.57,17,23,5.75
423,Virginia Beach,US,2021-01-08 08:53:54,36.8529,-75.978,37.99,91,90,1.01
424,Pangnirtung,CA,2021-01-08 08:53:54,66.1451,-65.7125,-4.65,63,100,2.06
425,Shenzhen,CN,2021-01-08 08:53:48,22.5455,114.0683,48.99,53,100,1.01
426,Zhoucheng,CN,2021-01-08 08:53:55,35.9122,116.3117,24.8,59,0,5.39
427,San Rafael,AR,2021-01-08 08:50:14,-34.6177,-68.3301,68.68,53,73,5.75
428,Kikwit,CD,2021-01-08 08:53:15,-5.041,18.8162,76.32,74,100,3.89
429,Rosetta,EG,2021-01-08 08:53:56,31.4044,30.4164,62.6,94,0,2.3
430,Juneau,US,2021-01-08 08:52:40,58.3019,-134.4197,42.8,75,75,12.66
431,Kadipaten,ID,2021-01-08 08:53:56,-8.1357,113.2158,82.56,72,100,4.65
432,Rondonopolis,BR,2021-01-08 08:53:56,-16.4708,-54.6356,71.89,91,80,2.59
433,Dudinka,RU,2021-01-08 08:53:56,69.4058,86.1778,-3.15,92,100,19.01
434,Aykhal,RU,2021-01-08 08:49:01,66.0,111.5,-3.66,89,100,17.92
435,Primorsk,UA,2021-01-08 08:52:08,46.7348,36.3443,43.07,70,100,5.73
436,Neiafu,TO,2021-01-08 08:53:57,-18.65,-173.9833,80.53,75,100,13.02
437,Christchurch,NZ,2021-01-08 08:53:54,-43.5333,172.6333,57.99,71,90,8.05
438,Megion,RU,2021-01-08 08:53:58,61.0296,76.1136,-13.0,77,0,4.47
439,Batticaloa,LK,2021-01-08 08:49:05,7.7102,81.6924,82.99,73,86,6.33
440,Atasu,KZ,2021-01-08 08:53:58,48.6814,71.6433,-13.13,87,0,1.97
441,Cloquet,US,2021-01-08 08:51:56,46.7216,-92.4594,16.0,86,90,3.06
442,Menongue,AO,2021-01-08 08:53:59,-14.6585,17.691,66.16,92,100,3.65
443,Vila Franca Do Campo,PT,2021-01-08 08:53:59,37.7167,-25.4333,53.6,62,20,5.75
444,Boralday,KZ,2021-01-08 08:53:59,43.3578,76.8594,19.4,63,75,8.95
445,Luxor,EG,2021-01-08 08:53:59,25.6989,32.6421,68.0,45,0,2.59
446,Yar-Sale,RU,2021-01-08 08:54:00,66.8333,70.8333,-11.13,89,100,11.77
447,Fortuna,US,2021-01-08 08:54:00,40.5982,-124.1573,52.0,93,90,24.16
448,Lengshuijiang,CN,2021-01-08 08:54:00,27.6881,111.4294,38.52,59,0,5.28
449,Karratha,AU,2021-01-08 08:54:01,-20.7377,116.8463,93.29,47,32,6.64
450,Saint-Louis,SN,2021-01-08 08:54:01,16.3333,-15.0,68.0,68,0,2.3
451,Copala,MX,2021-01-08 08:54:01,16.65,-98.9833,73.8,73,79,3.15
452,Onhaye,BE,2021-01-08 08:54:02,50.2426,4.8433,34.0,93,75,9.22
453,Traverse City,US,2021-01-08 08:53:05,44.7631,-85.6206,30.2,74,90,8.05
454,Shelopugino,RU,2021-01-08 08:54:02,51.6514,117.5599,-15.54,85,67,2.04
455,Buin,CL,2021-01-08 08:54:03,-33.7333,-70.75,66.99,72,0,5.75
456,Tangshan,CN,2021-01-08 08:54:03,39.6333,118.1833,14.13,61,0,8.88
457,Samarai,PG,2021-01-08 08:54:03,-10.6167,150.6667,83.59,75,100,6.98
458,Viedma,AR,2021-01-08 08:54:03,-40.8135,-62.9967,56.03,73,0,7.14
459,Port Macquarie,AU,2021-01-08 08:54:04,-31.4333,152.9167,66.2,94,75,8.05
460,Kloulklubed,PW,2021-01-08 08:54:04,7.0419,134.2556,80.6,89,90,3.44
461,Cabangan,PH,2021-01-08 08:54:04,15.158,120.0569,86.0,58,75,9.22
462,Hobyo,SO,2021-01-08 08:54:04,5.3505,48.5268,79.45,57,2,24.11
463,Rabo De Peixe,PT,2021-01-08 08:54:05,37.8,-25.5833,53.6,62,20,5.75
464,Micheweni,TZ,2021-01-08 08:54:05,-4.9667,39.8333,83.7,68,58,13.85
465,Kaka,TM,2021-01-08 08:52:07,37.3482,59.6143,41.76,59,3,13.73
466,Tome,CL,2021-01-08 08:54:06,-36.6167,-72.95,53.6,76,90,6.91
467,Apollonia,GR,2021-01-08 08:54:06,36.9716,24.7231,62.6,82,20,11.5
468,Limbang,MY,2021-01-08 08:54:06,4.75,115.0,86.0,70,75,4.61
469,Rawson,AR,2021-01-08 08:54:06,-43.3002,-65.1023,57.79,58,0,7.96
470,Isangel,VU,2021-01-08 08:54:07,-19.55,169.2667,80.4,82,100,8.79
471,Muslyumovo,RU,2021-01-08 08:54:07,55.3033,53.1947,18.48,96,100,11.83
472,Bubaque,GW,2021-01-08 08:54:07,11.2833,-15.8333,79.14,68,0,8.46
473,Porto Novo,BJ,2021-01-08 08:54:07,6.4965,2.6036,80.6,94,40,4.61
474,Vaitape,PF,2021-01-08 08:54:08,-16.5167,-151.75,79.83,77,76,12.68
475,Grand Gaube,MU,2021-01-08 08:54:08,-20.0064,57.6608,84.0,68,9,13.0
476,San Fernando,PH,2021-01-08 08:53:56,15.0286,120.6898,86.0,62,75,4.61
477,Villacarrillo,ES,2021-01-08 08:54:08,38.1156,-3.0848,43.0,10,100,2.08
478,La Ronge,CA,2021-01-08 08:54:09,55.1001,-105.2842,21.2,73,83,2.3
479,Rongcheng,CN,2021-01-08 08:54:09,30.634,117.8517,30.51,70,0,4.03
480,Ugoofaaru,MV,2021-01-08 08:54:09,5.6667,73.0,82.53,69,68,1.74
481,Kortkeros,RU,2021-01-08 08:54:09,61.8106,51.5806,-2.2,84,0,6.71
482,Suez,EG,2021-01-08 08:54:10,29.9737,32.5263,71.26,33,0,6.55
483,Ewa Beach,US,2021-01-08 08:54:10,21.3156,-158.0072,75.2,88,1,4.97
484,Corinto,GR,2021-01-08 08:54:10,37.9407,22.9573,64.0,54,13,1.01
485,Puerto Baquerizo Moreno,EC,2021-01-08 08:52:28,-0.9,-89.6,72.52,82,26,8.43
486,Vieques,PR,2021-01-08 08:54:11,18.425,-65.8329,73.4,88,20,8.25
487,Port Lavaca,US,2021-01-08 08:54:11,28.615,-96.6261,45.0,87,1,6.91
488,Verkhnyaya Inta,RU,2021-01-08 08:54:11,65.9811,60.3094,-9.22,91,0,0.34
489,Boyuibe,BO,2021-01-08 08:54:11,-20.4167,-63.2833,66.0,92,100,1.54
490,Tanhacu,BR,2021-01-08 08:54:12,-14.0214,-41.2481,65.91,88,1,5.08
491,Paamiut,GL,2021-01-08 08:54:12,61.994,-49.6678,25.75,87,100,13.69
492,Abu Dhabi,AE,2021-01-08 08:54:12,24.4667,54.3667,71.6,17,0,11.5
493,Gushikawa,JP,2021-01-08 08:54:13,26.3544,127.8686,53.6,66,75,21.85
494,Namtsy,RU,2021-01-08 08:54:13,62.7161,129.6658,-47.2,59,73,3.74
495,Nova Aurora,BR,2021-01-08 08:54:13,-22.8667,-52.5667,69.42,96,95,4.54
496,Ojinaga,MX,2021-01-08 08:49:18,29.5667,-104.4167,41.0,60,1,4.61
497,Iracoubo,GF,2021-01-08 08:54:14,5.4802,-53.2011,77.32,87,100,9.57
498,Sobolevo,RU,2021-01-08 08:54:14,54.4299,31.8996,33.89,97,100,11.27
499,Port-Gentil,GA,2021-01-08 08:54:14,-0.7193,8.7815,78.8,83,75,10.36
500,Najran,SA,2021-01-08 08:54:15,17.4924,44.1277,64.4,42,0,6.91
501,Pierre,US,2021-01-08 08:54:15,44.3683,-100.351,34.0,86,90,8.05
502,Ambovombe,MG,2021-01-08 08:54:15,-25.1667,46.0833,89.28,53,23,9.31
503,Gat,IL,2021-01-08 08:54:15,31.61,34.7642,71.01,31,0,3.0
504,Ciudad Valles,MX,2021-01-08 08:54:16,21.9833,-99.0167,55.78,59,99,2.04
505,Oksfjord,NO,2021-01-08 08:54:16,70.2396,22.3479,28.4,74,75,10.36
506,Vanimo,PG,2021-01-08 08:54:16,-2.6741,141.3028,79.59,83,98,5.61
507,Pedernales,DO,2021-01-08 08:49:29,18.0384,-71.744,74.95,65,26,3.56
508,Haines Junction,CA,2021-01-08 08:54:17,60.7522,-137.5108,15.12,93,100,2.71
509,Roald,NO,2021-01-08 08:54:17,62.5833,6.1333,32.0,69,0,9.22
510,Ushtobe,KZ,2021-01-08 08:54:17,45.2514,77.9838,12.74,94,99,3.69
511,Paso De Los Toros,UY,2021-01-08 08:54:17,-32.8167,-56.5167,67.42,36,0,9.75
512,Nome,US,2021-01-08 08:54:18,64.5011,-165.4064,3.2,78,90,9.22
513,San Quintin,MX,2021-01-08 08:54:18,30.4833,-115.95,57.76,68,100,4.85
514,San Andres,CO,2021-01-08 08:53:21,12.5847,-81.7006,78.8,83,40,6.91
515,Medeiros Neto,BR,2021-01-08 08:54:18,-17.3739,-40.2206,70.9,79,65,3.51
516,Sena Madureira,BR,2021-01-08 08:54:19,-9.0656,-68.6569,70.09,94,100,2.37
517,Deputatskiy,RU,2021-01-08 08:54:19,69.3,139.9,-16.8,89,100,4.07
518,Olga,RU,2021-01-08 08:54:19,43.7444,135.2892,-7.04,74,0,11.12
519,Bandarbeyla,SO,2021-01-08 08:54:19,9.4942,50.8122,76.44,59,0,23.0
520,Srednekolymsk,RU,2021-01-08 08:54:20,67.45,153.6833,-22.43,85,86,2.57
521,Luena,AO,2021-01-08 08:54:20,-11.7833,19.9167,68.0,88,75,8.05
522,Nishihara,JP,2021-01-08 08:54:20,26.1842,127.7558,53.6,66,75,21.85
523,Grindavik,IS,2021-01-08 08:54:21,63.8424,-22.4338,42.8,93,90,34.52
524,Point Fortin,TT,2021-01-08 08:54:21,10.1833,-61.6833,73.99,94,100,16.71
525,Presidente Dutra,BR,2021-01-08 08:54:21,-5.29,-44.49,72.01,97,67,3.27
526,Pervomayskiy,RU,2021-01-08 08:54:21,53.2485,40.2871,33.01,88,100,12.5
527,Hampton,US,2021-01-08 08:54:22,37.0299,-76.3452,39.99,87,90,7.67
528,Atambua,ID,2021-01-08 08:54:22,-9.1061,124.8925,77.76,87,98,2.98
529,Paraguacu Paulista,BR,2021-01-08 08:54:22,-22.4128,-50.5758,69.94,97,99,5.73
530,Candolim,IN,2021-01-08 08:54:23,15.5181,73.7626,82.4,74,75,3.44
531,Nagato,JP,2021-01-08 08:54:23,34.3833,131.2,30.2,80,75,8.05
532,Sassandra,CI,2021-01-08 08:54:24,4.95,-6.0833,80.65,81,84,4.94
533,Sioux Lookout,CA,2021-01-08 08:54:24,50.1001,-91.917,21.2,93,90,5.75
534,Asfi,MA,2021-01-08 08:54:24,32.2994,-9.2372,63.99,82,100,33.22
535,Timbiras,BR,2021-01-08 08:54:25,-4.2553,-43.9406,72.99,97,74,1.7
536,Vao,NC,2021-01-08 08:54:25,-22.6667,167.4833,79.05,84,100,18.48
537,Drabiv,UA,2021-01-08 08:54:25,49.963,32.1529,35.2,84,63,15.12
538,Barabai,ID,2021-01-08 08:51:40,-2.5833,115.3833,81.16,86,99,3.09
539,Arman,RU,2021-01-08 08:54:25,59.7,150.1667,-5.57,81,47,6.58
540,Nouadhibou,MR,2021-01-08 08:54:26,20.931,-17.0347,66.2,100,90,3.44
541,North Platte,US,2021-01-08 08:54:26,41.1239,-100.7654,33.8,80,90,6.91
542,Totness,SR,2021-01-08 08:54:26,5.8833,-56.3167,76.41,89,100,7.76
543,Gidole,ET,2021-01-08 08:54:26,5.65,37.3667,74.41,32,2,1.88
544,Suntar,RU,2021-01-08 08:54:27,62.1444,117.6319,7.0,94,100,6.87
545,Misratah,LY,2021-01-08 08:54:27,32.3754,15.0925,70.81,43,0,13.31
546,Shepsi,RU,2021-01-08 08:54:27,44.0361,39.1489,55.96,56,98,12.44
547,Winsum,NL,2021-01-08 08:52:57,53.33,6.5208,35.01,96,100,11.27
548,Sayanogorsk,RU,2021-01-08 08:52:46,53.0875,91.3997,-5.37,87,100,1.59
549,Iguai,BR,2021-01-08 08:51:07,-14.7564,-40.0892,71.19,84,94,2.95
