City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
700,Salaga,GH,87.06,clear sky,8.5508,-0.5188,Bore Nada Guest House
703,Karoi,ZW,73.27,moderate rain,-16.8099,29.6925,Chikangwe Guest houses
705,Charters Towers,AU,77.4,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
706,Nangavalli,IN,83.62,broken clouds,11.75,77.8833,G.R.S MANGO
707,Cap-Haitien,HT,77.05,light rain,19.7578,-72.2042,Habitation Jouissant
708,Kloulklubed,PW,78.8,broken clouds,7.0419,134.2556,Storyboard Beach Resort
709,Pachino,IT,64.4,few clouds,36.7186,15.0907,Il Veliero
713,Machiques,VE,74.62,light rain,10.0644,-72.545,hotel el markes
716,Muisne,EC,75.18,moderate rain,0.6,-80.0333,Quinta Samay
717,Sinnamary,GF,77.72,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
719,Porto Velho,BR,73.4,fog,-8.7619,-63.9039,Hotel Vila Rica Porto Velho
720,San Martin,AR,71.6,clear sky,-33.080999999999996,-68.4681,Finca Vivencias
721,George Town,MY,87.8,scattered clouds,5.4112,100.3354,Cititel Penang
723,Dawei,MM,85.59,broken clouds,14.0833,98.2,Hotel Dawei
724,Macapa,BR,77.0,broken clouds,0.0389,-51.0664,Atalanta Hotel
